 Filing Date,Issue Date,Issuer,Main SIC Code,Nation,Ticker Symbol,Bookrunner(s),Gross spread ($),Gross Spread as % of Prncpl Amt - in this Mkt,Proceeds Amt - in this Mkt ($ mil),Offer Price,Type of Security,IPO Flag (Y/N),9-Digit Cusip,Primary Exchange Where Issuer's Stock Trades,All Managers,Management Fee as % of Prncpl Amt - in this Mkt,Underwriting Fee as % of Prncpl Amt - in this Mkt,Selling Concession as % of Prncpl Amt - in this Mkt,Marketplace,Original High Filing Price,Original Low Filing Price,Shares Filed - in this Mkt,Amt Filed - in this Mkt ($ mil),Primary Shares Offered - in this Mkt,Secondary Shs Ofrd- in this Mkt,Lock up Expiration Date,Percent of Shares Outstanding Subject to Lockup Agreement,Lockup Days,Lockup Shares,Depositary,Units,Venture Backed,Spin-off Parent Ticker,Spinoff's Parent,Number of Bookrunners,RANK_NO_LEADS,"Number of Lead, Co-lead, & Co-managers",Stock Price at Close of Offer/1st Trade,Opening Stock Price at First Trade,All Managers.1,Lead Manager,Managers,Managers.1,permno,cusip,comnam,ticker,begprc,prc,Match Name,Match Date,diff date,mid,PA %
Principal Financial Securities
Robinson-Humphrey Co
Sandler O'Neill Partners
Stephens Inc",Comb.,Comb.,4.18182,U.S. Public,,,,115,2706595,1956595,7/27/97 0:00,,180,,No,No,No,,American Mutual Holding Co,1,1,4,19.13,,"GS//ABN-AMRO-CHI/DLJ/SAL//ALEX-BROWN
/CONNING-COMPANY/DAIN-BOS/DWR
/A-G-EDWARDS/EVEREN-SEC/FAHNESTOCK
/FOX-PITT/JANNEY/ED-JONES/LADENBURG
/PRINCIPAL-FIN/ROBINSON/SANDLER-ONEILL
/STEPHENS",GS,"GS
ABN-AMRO-CHI
DLJ
SAL","Goldman Sachs & Co
ABN AMRO Chicago Corp
Donaldson Lufkin & Jenrette Inc
Salomon Brothers Inc",84406,03072M10,AMERUS LIFE HOLDINGS INC,AMRS,1/29/97,19.125,AMERUS LIFE HOLDINGS INC,1/30/97,1,0,#DIV/0!

9/18/96,5/1/97,Brookdale Living Communities,8361,United States,BLCI,FRIEDMAN-B,0.805,7,51.8,11.5,Common Shares,Yes,112462106,Nasdaq,"Friedman Billings Ramsey Group
ABN AMRO Chicago Corp
Crowell Weedon & Co
Cruttenden Roth Inc
Dain Bosworth Inc
Equitable Securities Corp
EVEREN Securities Inc
JJB Hilliard WL Lyons Inc
Howe Barnes Investments Inc
McDonald Investments
Morgan Keegan Inc
Ohio Co
Ragen MacKenzie Group Inc
Rauscher Pierce Refsnes Inc
Sutro & Co Inc
Tucker Anthony Inc
Wheat First Butcher & Singer",1.435,1.478,4.08696,U.S. Public,17,15,6250000,100,4500000,,10/28/97 0:00,,180,,No,No,No,,,1,1,1,11.5,,"FRIEDMAN-B//ABN-AMRO-CHI/CROWELL
/CRUTTENDEN-ROTH/DAIN-BOS/EQUITABLE
/EVEREN-SEC/HILLIARD/HOWE-BARNES
/MCDONALD/MORGAN-KEEGAN/OHIO/RAGEN
/RAUSCHER-REF/SUTRO/TUCKER/WHEAT-FBS",FRIEDMAN-B,FRIEDMAN-B,Friedman Billings Ramsey Group,84793,11246210,BROOKDALE LIVING COMM INC,BLCI,5/2/97,11.5,BROOKDALE LIVING COMMUNITIES INC,5/5/97,3,16,-0.28125

9/18/96,5/6/97,HomeCom Communications Inc,7371,United States,HCOM,LADENBURG,0.48,8,6,6,Common Shares,Yes,43738N108,Sm Cap Mkt,Ladenburg Thalmann & Co,1.5,2.167,4.33333,U.S. Public,7,6,1250000,8.1,1000000,,11/2/97 0:00,,180,,No,No,No,,,1,1,1,6.5,,LADENBURG,LADENBURG,LADENBURG,Ladenburg Thalmann & Co,84810,43738N10,HOMECOM COMMUNICATIONS INC,HCOM,5/7/97,6.5,"GLOBAL MATRECHS, INC.",5/8/97,1,6.5,-0.076923077

9/19/96,1/28/97,Medirisk Inc,7389,United States,MDMD,EQUITABLE,0.77,7,25.3,11,Common Shares,Yes,584974109,Nasdaq,"Equitable Securities Corp
Jefferies & Co Inc
Alex Brown & Sons Inc
Dean Witter Reynolds Inc
AG Edwards & Sons Inc
Hambrecht & Quist
Lehman Brothers
Robertson Stephens & Co
Smith Barney Inc
Punk Ziegel & Knoell
Robert W Baird & Co Inc
Doft & Co Inc
EVEREN Securities Inc
Interstate/Johnson Lane Inc
Morgan Keegan Inc
Needham & Co LLC
Pacific Growth Equities Inc
Robinson-Humphrey Co
Scott & Stringfellow Financial
Wheat First Butcher & Singer",1.455,1.727,3.81818,U.S. Public,13,11,3000000,36,2300000,,7/27/97 0:00,,180,1731752,No,No,Yes,,,1,1,2,10.5,,"EQUITABLE//JEFFERIES//ALEX-BROWN/DWR
/A-G-EDWARDS/HAMBRECHT/LEH/ROBERTSON-S
/SBI/PUNK-ZIEGEL/BAIRD/DOFT/EVEREN-SEC
/INTER-JL/MORGAN-KEEGAN/NEEDHAM
/PACIFIC-GROWTH/ROBINSON/SCOTT-STRING
/WHEAT-FBS",EQUITABLE,"EQUITABLE
JEFFERIES","Equitable Securities Corp
Jefferies & Co Inc",84427,14166W10,MEDIRISK INC,MDMD,1/29/97,10.5,MEDIRISK INC,1/29/97,0,12,-0.083333333

9/27/96,2/11/97,Independence Brewing Co,2082,United States,IBCO,A-S-GOLD,0.5,10,4.5,5,Common Shares,Yes,453407108,Sm Cap Mkt,A.S. Goldmen & Company,Comb.,Comb.,2.5,U.S. Public,5,5,900000,4.5,900000,,3/14/98 0:00,,396,,No,No,Yes,,,1,1,1,5.38,,A-S-GOLD,A-S-GOLD,A-S-GOLD,A.S. Goldmen & Company,84539,45340710,INDEPENDENCE BREWING COMPANY,IBCO,2/11/97,5.375,INDEPENDENCE BREWING CO,2/13/97,2,5,0

9/27/96,4/30/97,Weider Nutrition International,2834,United States,WNI,CS-FB,0.77,7,49.3,11,Class A Shares,Yes,948603105,New York,"CS First Boston Corp
Salomon Brothers
Adams Harkness & Hill Inc
Hambrecht & Quist
Bear Stearns & Co Inc
Ladenburg Thalmann & Co
Lehman Brothers
Laidlaw Equities Inc
Stifel Nicolaus & Co Inc
Sanders Morris Mundy Inc
Rodman & Renshaw Inc
Piper Jaffray Inc
Morgan Stanley & Co
Montgomery Securities
Lintz Glover White & Co
Jefferies & Co Inc
Donaldson Lufkin & Jenrette
EVEREN Securities Inc
Invemed Associates Inc
Fahnestock & Co
DA Davidson & Co Inc
CS First Boston Corp",1.364,1.364,4.27273,U.S. Public,,,,103.5,4480000,,,,,,No,No,No,,,1,1,4,11.13,,"CS-FB//SAL/ADAMS-HARKNESS/HAMBRECHT
//BEAR/LADENBURG/LEH/LAIDLAW-EQU/STIFEL
/SANDERS-MORRIS/RODMAN/PIPER-J/MS
/MONTGOMERY/LINTZ-GLOVER/JEFFERIES/DLJ
/EVEREN-SEC/INVEMED/FAHNESTOCK/DAVIDSON
//CS-FB(GC)",CS-FB,"CS-FB
SAL
ADAMS-HARKNESS
HAMBRECHT","CS First Boston Corp
Salomon Brothers Inc
Adams Harkness & Hill Inc
Hambrecht & Quist Inc",84785,80669310,WEIDER NUTRITION INTL INC,WNI,5/1/97,11.125,"SCHIFF NUTRITION INTERNATIONAL, INC.",5/1/97,0,0,#DIV/0!

9/30/96,1/30/97,Medical Manager Corp,7373,United States,MMGR,DLJ,0.77,7,66,11,Common Shares,Yes,58461C103,Nasdaq,"Donaldson Lufkin & Jenrette
Dean Witter Reynolds Inc
Alex Brown & Sons Inc
Cowen
Deutsche Morgan Grenfell
Goldman Sachs & Co
Merrill Lynch
Morgan Stanley & Co
NatWest Securities
Oppenheimer & Co Inc
Salomon Brothers
Smith Barney Inc
UBS Securities Inc
William Blair & Co
JW Charles Securities Inc
Equitable Securities Corp
Fahnestock & Co
First of Michigan Corp
Furman Selz LLC
Interstate/Johnson Lane Inc
McDonald Investments
Morgan Keegan Inc
Ohio Co
Ormes Capital Markets Inc
Pennsylvania Merchant Group
Raymond James & Associates Inc
Rodman & Renshaw Inc
Roney & Co
Ryan Beck & Co
Scott & Stringfellow Financial
Sutro & Co Inc
Tucker Anthony Inc
Vector Securities Intl
Volpe Welty & Co
Wessels Arnold & Henderson LLC",1.364,1.545,4.09091,U.S. Public,16,14,5000000,75,6000000,,7/29/97 0:00,,180,11116569,No,No,No,,,1,1,2,11.13,,"DLJ//DWR//ALEX-BROWN/COWEN
/DEUTSCHE-MORGAN/GS/MERRILL/MS
/NATWEST-SEC/OPPENHEIMER/SAL/SBI
/UBS-SEC/WM-BLAIR/JW-CHARLES-SEC
/EQUITABLE/FAHNESTOCK/FIRST-MICHIGAN
/FURMAN-SELZ-INC/INTER-JL/MCDONALD
/MORGAN-KEEGAN/OHIO/ORMES
/PENN-MER-GROUP/RAYMOND/RODMAN/RONEY-CO
/RYAN-BECK/SCOTT-STRING/SUTRO/TUCKER
/VECTOR/VOLPE-WELTY/WESSELS",DLJ,"DLJ
DWR","Donaldson Lufkin & Jenrette Inc
Dean Witter Reynolds Inc",84429,58461C10,MEDICAL MANAGER CORP,MMGR,1/30/97,11.125,MEDICAL MANAGER CORP,1/31/97,1,15,-0.266666667

9/30/96,2/14/97,Judge Group Inc,7373,United States,JUDG,JANNEY,0.53,7.067,27.4,7.5,Common Shares,Yes,481271104,Nasdaq,"Janney Montgomery Scott Inc
Unterberg Harris
Cowen
Dillon, Read & Co Inc
Donaldson Lufkin & Jenrette
AG Edwards & Sons Inc
Montgomery Securities
Morgan Stanley & Co
Smith Barney Inc
Adams Harkness & Hill Inc
Advest Inc
Robert W Baird & Co Inc
William Blair & Co
JC Bradford & Co
Cruttenden Roth Inc
Dain Bosworth Inc
EVEREN Securities Inc
Fahnestock & Co
First of Michigan Corp
Friedman Billings Ramsey Group
Furman Selz LLC
Gerard Klauer Mattison & Co
McDonald Investments
Needham & Co LLC
Piper Jaffray Inc
Rauscher Pierce Refsnes Inc
Robinson-Humphrey Co
Roney & Co
Tucker Anthony Inc
Wheat First Butcher & Singer
George K Baum & Co
Burnham Securities Inc
Hanifen Imhoff Inc
Mesirow Financial Corp
Parker-Hunter Inc
Seidler Corp
HC Wainwright & Co Inc
CL King & Associates Inc",1.333,1.733,4,U.S. Public,11,9,3650000,36.5,3000000,650000,8/13/97 0:00,,180,,No,No,No,,,1,1,2,7.63,,"JANNEY//UNTERBERG-H//COWEN/DR/DLJ
/A-G-EDWARDS/MONTGOMERY/MS/SBI
/ADAMS-HARKNESS/ADVEST/BAIRD/WM-BLAIR
/BRADFORD/CRUTTENDEN-ROTH/DAIN-BOS
/EVEREN-SEC/FAHNESTOCK/FIRST-MICHIGAN
/FRIEDMAN-B/FURMAN-SELZ-INC
/GERARD-KLAUER/MCDONALD/NEEDHAM/PIPER-J
/RAUSCHER-REF/ROBINSON/RONEY-CO/TUCKER
/WHEAT-FBS/G-BAUM/BURNHAM-SEC
/HANIFEN-IMHOFF/MESIROW-FIN
/PARKER-HUNTER/SEIDLER-COS
/H-C-WAINWRIGHT/CL-KING",JANNEY,"JANNEY
UNTERBERG-H","Janney Montgomery Scott Inc
Unterberg Harris",84545,48127110,JUDGE GROUP INC,JUDG,2/14/97,7.625,JUDGE GROUP INC,2/18/97,4,10,-0.25

10/1/96,3/20/97,Omniquip International Inc,3531,United States,OMQP,MS,0.91,6.5,89.6,14,Common Shares,Yes,681969101,Nasdaq,"Morgan Stanley & Co
CS First Boston Corp
Robert W Baird & Co Inc
J Henry Schroder & Co Ltd
Sanford C Bernstein & Co Inc
EVEREN Securities Inc
GS2 Securities Inc.
Goldman Sachs & Co
Smith Barney Inc
Rauscher Pierce Securities
PaineWebber
Oppenheimer & Co Inc
Merrill Lynch
McDonald Investments
Legg Mason Wood Walker
Edward D Jones & Co
AG Edwards & Sons Inc
Dain Bosworth Inc
Dean Witter Reynolds Inc
Donaldson Lufkin & Jenrette
Dillon, Read & Co Inc
Alex Brown & Sons Inc
Morgan Stanley & Co",1.286,1.286,3.92857,U.S. Public,16,14,6400000,96,2400000,4000000,,,,,No,No,No,,,1,1,4,14.5,,"MS//CS-FB/BAIRD/SCHRODER//BERNSTEIN
/EVEREN-SEC/GS2-SEC/GS/SBI/RAUSCHER
/PAINE-W/OPPENHEIMER/MERRILL/MCDONALD
/LEGG-MASON-WW/ED-JONES/A-G-EDWARDS
/DAIN-BOS/DWR/DLJ/DR/ALEX-BROWN//MS(GC)",MS,"MS
CS-FB
BAIRD
SCHRODER","Morgan Stanley & Co
CS First Boston Corp
Robert W Baird & Co Inc
J Henry Schroder & Co Ltd",84626,68196910,OMNIQUIP INTERNATIONAL INC,OMQP,3/21/97,14.5,OMNIQUIP INTERNATIONAL INC,3/24/97,3,15,-0.066666667

10/2/96,1/23/97,RDO Equipment Co,5083,United States,RDO,CS-FB,1.085,7,65.1,15.5,Class A Shares,Yes,749413100,New York,"CS First Boston Corp
Dain Bosworth Inc",1.419,1.581,4,U.S. Public,,,,51.8,4200000,,7/22/97 0:00,,180,8350000,No,No,No,,,1,1,2,18,,CS-FB//DAIN-BOS,CS-FB,"CS-FB
DAIN-BOS","CS First Boston Corp
Dain Bosworth Inc",84394,74941310,R D O EQUIPMENT CO,RDO,1/24/97,18,RDO EQUIPMENT CO,1/24/97,0,0,#DIV/0!

10/2/96,3/23/98,EarthShell Corp,2656,United States,ERTH,SALOMON-SMITH/CS-FB(JB),1.313,6.25,221.8,21,Common Shares,Yes,27032B100,Nasdaq,"Salomon Smith Barney
CS First Boston Corp
BT Alex Brown Inc
Donaldson Lufkin & Jenrette
Lazard Freres & Co LLC
Lehman Brothers
Morgan Stanley Dean Witter
NationsBanc Montgomery Sec
PaineWebber
Prudential Securities Inc
Wasserstein Perella Securities
Allen & Co Inc
Chatsworth Securities LLC
Crowell Weedon & Co
Hanifen Imhoff Inc
Hoefer & Arnett Inc
Edward D Jones & Co
Legg Mason Wood Walker
McDonald Investments
Mesirow Financial Corp
Needham & Co LLC
Ormes Capital Markets Inc
Raymond James & Associates Inc
Robinson-Humphrey Co
Charles Schwab & Co Inc
Sutro & Co Inc
Tucker Anthony Inc
Van Kasper & Co
W. M. Smith Securities, Inc
Salomon Smith Barney
CS First Boston Corp",1.238,1.25,3.7619,U.S. Public,,,,,8421053,2138947,,,,,No,No,No,,,2,2,2,23.56,,"SALOMON-SMITH(JB)/CS-FB(JB)
//BT-ALEX-BROWN/DLJ/LAZ/LEH/MSDW
/NATION-MONT-SEC/PAINE-W/PSI/WP-SEC
/ALLEN/CHATSWORTH/CROWELL
/HANIFEN-IMHOFF/HOEFER-ARNETT/ED-JONES
/LEGG-MASON-WW/MCDONALD/MESIROW-FIN
/NEEDHAM/ORMES/RAYMOND/ROBINSON
/CHARLES-SCHWAB/SUTRO/TUCKER/VAN-KASPER
/W-M-SMITH//SALOMON-SMITH(GC)/CS-FB(GC)",SALOMON-SMITH/CS-FB,"SALOMON-SMITH
(JB)/CS-FB(JB)","Salomon Smith Barney
CS First Boston Corp",85868,27032B20,EARTHSHELL CORP,ERTH,3/24/98,23.5625,EARTHSHELL CORP,3/25/98,1,0,#DIV/0!

10/4/96,2/13/97,Gentle Dental Service Corp,8099,United States,GNTL,BLACK,0.35,7,7.5,5,Common Shares,Yes,37245B102,Sm Cap Mkt,"Black & Co Inc
Wedbush Securities
Needham & Co LLC
Cruttenden Roth Inc
Cohig & Associates
Mesirow Financial Corp
LT Lawrence & Co Inc
Sands Brothers & Co Ltd
Paulson Investment Co
National Securities Corp (TW)
Commonwealth Associates
DA Davidson & Co Inc
Laidlaw Equities Inc
Boston Group
Ladenburg Thalmann & Co",1.4,1.6,4,U.S. Public,7,5,1250000,7.5,1500000,,5/14/97 0:00,,90,1033450,No,No,Yes,,,1,1,2,5,,"BLACK//WEDBUSH-M//NEEDHAM
/CRUTTENDEN-ROTH/COHIG/MESIROW-FIN
/LT-LAWRENCE/SANDS/PAULSON/NATIONAL-SEC
/COMMONWEALTH-AS/DAVIDSON/LAIDLAW-EQU
/BOSTON-GROUP/LADENBURG",BLACK,"BLACK
WEDBUSH-M","Black & Co Inc
Wedbush Securities",84537,37245B10,GENTLE DENTAL SERVICE CORP,GNTL,2/13/97,5,GENTLE DENTAL SERVICE CORP,2/13/97,0,6,-0.166666667

10/7/96,2/10/97,Coast Dental Services Inc,8011,United States,CDEN,PSI,0.56,7,17.6,8,Common Shares,Yes,19034H102,Pink Sheet,"Prudential Securities Inc
Raymond James & Associates Inc
Bear Stearns & Co Inc
Cowen
Donaldson Lufkin & Jenrette
Hambrecht & Quist
Robertson Stephens & Co
Robert W Baird & Co Inc
McDonald Investments
Morgan Keegan Inc
Tucker Anthony Inc
Vector Securities Intl
Cleary Gull Reiland & McDevitt
GS2 Securities Inc.",1.375,1.75,3.875,U.S. Public,12,10,2000000,22,2200000,,8/9/97 0:00,,180,3255000,No,No,No,,,1,1,2,10.5,,"PSI//RAYMOND//BEAR/COWEN/DLJ/HAMBRECHT
/ROBERTSON-S/BAIRD/MCDONALD
/MORGAN-KEEGAN/TUCKER/VECTOR
/CLEARY-GULL-R-M/GS2-SEC",PSI,"PSI
RAYMOND","Prudential Securities Inc
Raymond James & Associates Inc",84517,19034H20,COAST DENTAL SERVICES INC,CDEN,2/11/97,10.5,COAST DENTAL SERVICES INC,2/11/97,0,11,-0.272727273

10/7/96,11/19/97,Progenics Pharmaceuticals Inc,8731,United States,PGNX,CIBC-OPPEN,0.56,7,16,8,Common Shares,Yes,743187106,Nasdaq,"CIBC Oppenheimer
BancAmerica Robertson Stephens
Vector Securities Intl
Cowen
Hambrecht & Quist
Gerard Klauer Mattison & Co
Chatsworth Securities LLC
Dominick & Dominick Inc
Gruntal & Co Inc
Hanifen Imhoff Inc
Piper Jaffray Inc
Ragen MacKenzie Group Inc
Seidler Corp
Smith, Moore
AG Edwards & Sons Inc
Cruttenden Roth Inc",1.375,2.125,3.5,U.S. Public,13,11,2000000,24,2000000,,2/17/98 0:00,,90,,No,No,Yes,,,1,1,3,8.06,,"CIBC-OPPEN//BA-SEC-ROBERTS/VECTOR
//COWEN/HAMBRECHT/GERARD-KLAUER
/CHATSWORTH/DOMINICK/GRUNTAL
/HANIFEN-IMHOFF/PIPER-J/RAGEN
/SEIDLER-COS/SMITH-MOORE/A-G-EDWARDS
/CRUTTENDEN-ROTH",CIBC-OPPEN,"CIBC-OPPEN
BA-SEC-ROBERTS
VECTOR","CIBC Oppenheimer
BancAmerica Robertson Stephens Inc
Vector Securities International",85571,74318710,PROGENICS PHARMACEUTICALS INC,PGNX,11/19/97,8.0625,PROGENICS PHARMACEUTICALS INC,11/20/97,1,12,-0.333333333

10/8/96,1/29/97,National Auto Finance Company,6141,United States,NAFI,RAYMOND,0.595,7,17,8.5,Common Shares,Yes,632528105,Nasdaq,"Raymond James & Associates Inc
Cruttenden & Co. Inc.
Friedman Billings Ramsey Group
JJB Hilliard WL Lyons Inc
Interstate/Johnson Lane Inc
McDonald Investments
Morgan Keegan Inc
Piper Jaffray Inc
Rauscher Pierce Securities
Robinson-Humphrey Co
Stifel Nicolaus & Co Inc
Tucker Anthony Inc
Wheat First Butcher & Singer
Hudson Knight Securities, Inc.
Sands Brothers & Co Ltd",1.441,1.441,4.11765,U.S. Public,,,,16,2000000,,7/28/97 0:00,,180,,No,No,No,,,1,1,2,9.5,,"RAYMOND//CRUTTENDEN//FRIEDMAN-B
/HILLIARD/INTER-JL/MCDONALD
/MORGAN-KEEGAN/PIPER-J/RAUSCHER
/ROBINSON/STIFEL/TUCKER/WHEAT-FBS
/HUDSON-KNIGHT/SANDS",RAYMOND,"RAYMOND
CRUTTENDEN","Raymond James & Associates Inc
Cruttenden & Co. Inc",84430,63252810,NATIONAL AUTO FINANCE INC,NAFI,1/30/97,9.5,NATIONAL AUTO FINANCE CO INC,1/31/97,1,0,#DIV/0!

10/8/96,2/7/97,Four Media Co,7819,United States,FOUR,FURMAN-SELZ-INC,0.7,7,50,10,Common Shares,Yes,350872107,Nasdaq,"Furman Selz LLC
PaineWebber
Bear Stearns & Co Inc
Alex Brown & Sons Inc
CS First Boston Corp
Dillon, Read & Co Inc
Donaldson Lufkin & Jenrette
Goldman Sachs & Co
Hambrecht & Quist
Lazard Houses
Lehman Brothers
Montgomery Securities
Morgan Stanley & Co
Oppenheimer & Co Inc
Prudential Securities Inc
Salomon Brothers
Schroders
UBS Securities Inc
Brean Murray & Co Inc
JW Charles Securities Inc
Cowen
Dain Bosworth Inc
Doft & Co Inc
Dominick & Dominick Inc
EVEREN Securities Inc
Hoak Breedlove Wesneski & Co
Janney Montgomery Scott Inc
Jefferies & Co Inc
Legg Mason Wood Walker
Robinson-Humphrey Co
Scott & Stringfellow Financial
Seidler Corp
Tucker Anthony Inc
Wheat First Butcher & Singer",1.4,1.4,4.2,U.S. Public,14,12,5700000,74.1,3077502,1922498,11/4/97 0:00,,270,1015125,No,No,No,,,1,1,2,10.13,,"FURMAN-SELZ-INC//PAINE-W//BEAR
/ALEX-BROWN/CS-FB/DR/DLJ/GS/HAMBRECHT
/LAZARD-HOUSES/LEH/MONTGOMERY/MS
/OPPENHEIMER/PSI/SAL/SCHRODERS/UBS-SEC
/BREAN/JW-CHARLES-SEC/COWEN/DAIN-BOS
/DOFT/DOMINICK/EVEREN-SEC
/HOAK-BREEDLOVE/JANNEY/JEFFERIES
/LEGG-MASON-WW/ROBINSON/SCOTT-STRING
/SEIDLER-COS/TUCKER/WHEAT-FBS",FURMAN-SELZ-INC,"FURMAN-SELZ-INC
PAINE-W","Furman Selz LLC
PaineWebber Inc",84535,35087210,FOUR MEDIA COMPANY,FOUR,2/7/97,10.125,FOUR MEDIA CO,2/7/97,0,13,-0.230769231

10/11/96,1/22/97,SEEC Inc,7372,United States,SEEC,H-C-WAINWRIGHT,0.54,7.448,13.1,7.25,Common Shares,Yes,784110108,Sm Cap Mkt,"HC Wainwright & Co Inc
Cruttenden Roth Inc
Montgomery Securities
Janney Montgomery Scott Inc
Wessels Arnold & Henderson LLC
Wheat First Butcher & Singer
Hampshire Securities Corp
Hanifen Imhoff & Samford
Janco Partners
Van Kasper & Co",1.655,1.517,4.27586,U.S. Public,11,9,1000000,10,1800000,,1/22/98 0:00,,365,,No,No,No,,,1,1,2,10.5,,"H-C-WAINWRIGHT//CRUTTENDEN-ROTH
//MONTGOMERY/JANNEY/WESSELS/WHEAT-FBS
/HAMPSHIRE/HANIFEN/JANCO-PARTNERS
/VAN-KASPER",H-C-WAINWRIGHT,"H-C-WAINWRIGHT
CRUTTENDEN-ROTH","HC Wainwright & Co Inc
Cruttenden Roth Inc",84436,78411010,S E E C INC,SEEC,1/22/97,10.5,SEEC INC,1/27/97,5,10,-0.275

10/15/96,1/9/97,Sun Hydraulics Corp,3492,United States,SNHY,A-G-EDWARDS,0.665,7,19,9.5,Common Shares,Yes,866942105,Nasdaq,"AG Edwards & Sons Inc
Robert W Baird & Co Inc
Bear Stearns & Co Inc
Alex Brown & Sons Inc
Dillon, Read & Co Inc
Donaldson Lufkin & Jenrette
Lehman Brothers
Oppenheimer & Co Inc
PaineWebber
Prudential Securities Inc
ABN AMRO Chicago Corp
JC Bradford & Co
Fahnestock & Co
Interstate/Johnson Lane Inc
Edward D Jones & Co
Legg Mason Wood Walker
McDonald Investments
Morgan Keegan Inc
Parker-Hunter Inc
Raymond James & Associates Inc
Robinson-Humphrey Co
Stephens Inc
Stifel Nicolaus & Co Inc
Sutro & Co Inc
Vector Securities Intl
Wheat First Butcher & Singer
Brean Murray & Co Inc
Cleary Gull Reiland & McDevitt
Huntleigh Securities Corp
CL King & Associates Inc
Starr Securities",1.421,1.368,4.21053,U.S. Public,11.5,9.5,2000000,21,2000000,,7/8/97 0:00,,180,3492248,No,No,No,,,1,1,2,10.38,,"A-G-EDWARDS//BAIRD//BEAR/ALEX-BROWN/DR
/DLJ/LEH/OPPENHEIMER/PAINE-W/PSI
/ABN-AMRO-CHI/BRADFORD/FAHNESTOCK
/INTER-JL/ED-JONES/LEGG-MASON-WW
/MCDONALD/MORGAN-KEEGAN/PARKER-HUNTER
/RAYMOND/ROBINSON/STEPHENS/STIFEL/SUTRO
/VECTOR/WHEAT-FBS/BREAN/CLEARY-GULL-R-M
/HUNTLEIGH-SEC/CL-KING/STARR",A-G-EDWARDS,"A-G-EDWARDS
BAIRD","AG Edwards & Sons Inc
Robert W Baird & Co Inc",84438,86694210,SUN HYDRAULICS CORP,SNHY,1/9/97,10.375,"HELIOS TECHNOLOGIES, INC.",1/9/97,0,10.5,-0.095238095

10/15/96,1/29/97,Medialink Worldwide Inc,7383,United States,MDLK,DWR,0.63,7,18,9,Common Shares,Yes,58445P105,Nasdaq,"Dean Witter Reynolds Inc
Wheat First Securities Inc
Alex Brown & Sons Inc
Cowen
Donaldson Lufkin Jenrette Intl
Lazard Freres & Co LLC
Schroder Wertheim & Co
UBS Securities Inc
Southcoast Capital
Allen & Co Inc
Cruttenden Roth Inc
Furman Selz Inc
Gerard Klauer Mattison & Co
Janney Montgomery Scott Inc
Neuberger Berman Inc
Unterberg Harris",1.444,1.667,3.88889,U.S. Public,11,9,2000000,20,2000000,,7/28/97 0:00,,180,,No,No,Yes,,,1,1,16,9.5,,"DWR//WHEAT/ALEX-BROWN/COWEN/DLJI/LAZ
/SCHRODER-WER/UBS-SEC/SOUTHCOAST/ALLEN
/CRUTTENDEN-ROTH/FURM/GERARD-KLAUER
/JANNEY/NEUBERGER/UNTERBERG-H",DWR,"DWR
WHEAT
ALEX-BROWN
COWEN
DLJI
LAZ
SCHRODER-WER
UBS-SEC
SOUTHCOAST
ALLEN
CRUTTENDEN-ROTH
FURM
GERARD-KLAUER
JANNEY
NEUBERGER
UNTERBERG-H","Dean Witter Reynolds Inc
Wheat First Securities Inc
Alex Brown & Sons Inc
Cowen & Co
Donaldson Lufkin & Jenrette Securities International
Lazard Freres & Co LLC
Schroder Wertheim & Co
UBS Securities Inc
Southcoast Capital Corp
Allen & Co Inc
Cruttenden Roth Inc
Furman Selz Inc
Gerard Klauer Mattison & Co Inc
Janney Montgomery Scott Inc
Neuberger Berman Inc
Unterberg Harris",84426,58445P10,MEDIALINK WORLDWIDE INC,MDLK,1/30/97,9.5,MEDIALINK WORLDWIDE INC,1/30/97,0,10,-0.1

10/15/96,2/5/97,Preferred Employers Holdings,6411,United States,PEGI,COMMONWEALTH-AS,0.51,7.034,10.9,7.25,Common Shares,Yes,739908101,Sm Cap Mkt,"Commonwealth Associates
Hanifen Imhoff Inc
Roney & Co",1.379,1.379,4.27586,U.S. Public,10,8,1000000,9,1500000,,5/6/97 0:00,,90,,No,No,No,,,1,1,3,8.88,,"COMMONWEALTH-AS//HANIFEN-IMHOFF
/RONEY-CO",COMMONWEALTH-AS,"COMMONWEALTH-AS
HANIFEN-IMHOFF
RONEY-CO","Commonwealth Associates
Hanifen Imhoff Inc
Roney & Co,Detroit,Michigan",84556,73990810,PREFERRED EMPLOYERS HOLDING INC,PEGI,2/6/97,8.875,,2/7/97,1,9,-0.194444444

10/15/96,3/4/97,Riviera Tool Co,3544,United States,RTC,NATL-SEC,0.7,10,7.1,7,Common Shares,Yes,769648106,American,"National Securities Corp (US)
Capital West Securities
First Colonial Securities Grp
Kashner Davidson Securities
Redstone Securities
Smith, Moore
Suncoast Capital Corp
Value Investing Partners, Inc.
Westport Resources Investment
Suppes Securities, Inc.",3.071,1.429,5.5,U.S. Public,8,7,1100000,8.3,1010000,,6/2/97 0:00,,90,,No,No,No,,,1,1,1,6.75,,"NATL-SEC//CAPITAL-WEST/FIRST-COLONIAL
/KASHNER/REDSTONE/SMITH-MOORE
/SUNCOAST-CORP/VALUE-INVEST
